text,annotations
"Data Shows Boston’s Historical Progress In Funding Women. On a Monday morning in her office on Newbury Street, Sarah Fay of Glasswing Ventures said that for venture capitalists to invest in more diverse founders, “we have to drop the idea that a CEO needs to be a braveheart on a white horse.” Subscribe to the Crunchbase Daily “The personality of a woman is going to be different than a man, so you have to […] understand that someone can be effective, even if they really aren’t aggressive,” the managing director of the firm continued. “It’s about opening the door wider.” Fay is one of two female partners at Glasswing Ventures, headquartered in Boston, Massachusetts. The firm focuses on artificial intelligence investments. Notably, about 40 percent of the founding teams of the companies Glasswing invests include at least one woman, according to Fay. Citing female-led venture capital funds like Glasswing, and venture capitalists like Fay, All Raise , a nonprofit organization that wants to help more female founders get venture capital, expanded into Boston last month. Fay is part of the steering committee. All Raise ’s expansion shows there’s both a need and a promise for more venture dollars to go to female founders in the city. So, for this month’s Boston-focused column, we thought we’d unpack the dollars raised by teams with at least one woman founder in Greater Boston over time. First, we’ll do the numbers, then we’ll circle back to Fay to see how it all fits into All Raise’s mission. Before we get into the numbers, some caveats. Venture rounds are often prey to reporting delays, and, sometimes, founders are not tagged in Crunchbase with gender identifying characteristics. For this reason, we opted for a proportional split chart to help account for any lag in known data. Housekeeping aside, $979 million dollars have gone to venture capital-backed companies with at least one female founder so far in 2019, according to Crunchbase data. Starkly, $1.8 billion dollars went to venture capital companies with all-male founding teams. To get a more helpful perspective on how (and if) more female founders are getting funded within Greater Boston, let’s wind back to 2014. The chart below breaks down the percentage break down of the data above. In 2016, 28 percent of venture capital dollars raised by Greater Boston startups went to companies with at least one female founder. Compared to years prior, 2019 isn’t at the same level of equality, but it is also isn’t exactly fair to hold it to the same standards due to possible data reporting delays. Fast forward to 2018, and 43 percent of venture capital dollars raised by Greater Boston startups went to companies with at least one female founder. It isn’t a 50/50 split; however, the percentage is notably high. Globally, about 8 percent of venture dollars have gone to female founders, according to the latest quarterly statistics . Its historical progress of venture capital dollars going to underrepresented founders—coupled with a stark contrast to global averages—is part of the reason Boston was put on All Raise’s radar in the first place. After all, where better place for a nonprofit to set up a pipeline and network of women in tech than a place that has already taken steps to level the playing field? Now, along with the Boston launch, the non-profit operates in the Bay Area, New York, and Los Angeles. All Raise has some lofty objectives it aims to achieve. Within the next five years , the organization wants 25 percent of all venture dollars allocated to female-founded companies. It also wants to double the percentage of female partners at venture firms (with funds greater than $25 million) in the United States from 9 percent to 18 percent over the next ten years. To do this, one of All Raise’s flagship efforts has been in creating a database of diverse candidates for venture capital firms to tap into. The organization also has cohorts, where women interested venture positions from associates to general partners can join a “tight-knit groups where deep connections trump empty schmoozing and real conversations replace small talk,” per the website . According to Glasswing’s Fay, in Boston, that looks like founder bootcamps, mentorship, and networking opportunities. Within these efforts, All Raise is intentionally having a conversation beyond just gender, when it comes to shifting pattern recognition in venture funding. “There are a lot of women involved with All Raise who are already successful,” she said. Fay also added that men, alongside women, need to be included in the conversation too. “If we’re just talking to each other as women to women, then we’re in an echo chamber,” she said. “So it is very important for men to also understand what the experiences are, so they can support us. And I can tell you in Boston, the [venture capitalists] who are men here are great.” Illustration: Li-Anne Dias","{'All Raise': 'allraise.org', 'Glasswing Ventures': 'glasswing.vc', 'Glasswing': 'glasswing.vc'}"
"Supergiant VC Rounds Weren’t Limited To Late-Stage Startups. It’s become the norm for some private tech companies to raise in a single round what VC firms raise for an entire new fund. For a certain class of large, rapidly-growing companies flying in the rarified air of startup finance, raising $100 million or more in a venture round is, if you’ll forgive the pun, just not that big of a deal anymore. Subscribe to the Crunchbase Daily Supergiant venture capital rounds are on the rise across all stages, data from Crunchbase shows. It’s common to associate nine-figure VC deals with later-stage companies. The first nine-figure round Uber raised was its GV-led Series C, in which the company raised at least $258 million (though Crunchbase data states $363 million ) in 2013, after the company had been around for a little over four years, previously raising just under $50 million along the way, according to Crunchbase data. Facebook, founded near the beginning of the “unicorn era” (starting in January 2003, as stated in Aileen Lee’s article defining the term “unicorn startups”) 1 raised its first supergiant round in 2007, also three years after launch, and also at Series C. VC rounds of $100 million or more really took off in 2014 and 2015, as massive amounts of money began flowing into venture capital funds at the far end of the assets-under-management spectrum, which, in turn, began investing ever-larger sums in a subset of startups. While concentrated in late-stage deals, supergiant venture checks aren’t exclusive to more mature companies. Series A and Series B deals accounted for between 21 and 37 percent of global supergiant deal volume since 2010, according to Crunchbase News analysis. This is in keeping with prior research, which indicated that companies aren’t getting much older or younger by the time they raise their first supergiant round. At least for the past several years, the composition of companies raising supergiant venture capital hasn’t changed all that much. There’s just more of them now. Illustration: Li-Anne Dias Disclosure: Cowboy Ventures is an investor in Crunchbase, the parent company of Crunchbase News. Crunchbase’s investors are listed as part of its Crunchbase profile . For more about Crunchbase News’s editorial policies on disclosure, see the News Team’s About page. ?","{'Crunchbase': 'crunchbase.com', 'Uber': 'uber.com/de/en', 'Cowboy Ventures': 'cowboy.vc', 'Crunchbase News': 'news.crunchbase.com', 'Facebook': 'facebook.com'}"
"Uber’s Eats Ad Push Explained. Morning Markets: As on-demand companies hunt profits, expect more of what we’re now seeing from Uber. According to a report in TechCrunch , publicly-traded ride-hailing company Uber is working to invest in building an ads business inside of Uber Eats , its food-delivery service. The move, TechCrunch notes, comes after Uber Eats allowed restaurants to offer discounts in exchange for better placement inside of the application itself. Subscribe to the Crunchbase Daily While an advertising business inside of Eats makes good sense for Uber, in our view, it is better understood from a profit perspective than from a growth orientation one. What’s more, the move underscores the fact that while Uber has scaled Eats quickly, the service’s losses have grown as well ( more from Uber’s Q3 earnings here ). If the ads experiment goes well for Uber, expect to see yet-private, on-demand companies also pursue similar monetization methods. From the consumer perspective, don’t expect on-demand services to become cheaper; expect them instead to look for new sources of topline to staunch losses. Let’s explore the Uber example. Uber Eats is a quickly-growing portion of the larger Uber business. In the last quarter, Uber Eats pulled in $3.7 billion in gross bookings, representing a 73 percent increase year-over-year. Its revenue grew 64 percent year-over-year to $645 million and its adjusted net revenue also grew 105 percent to $392 million. Across most metrics, Uber Eats was the second-fastest-growing segment of the company in percentage terms, coming in only behind Freight. That makes sense, as Freight is a less mature division at Uber and therefore one growing from a smaller revenue base. In the quarter, Uber Eats accounted for 22 percent of Uber’s total gross bookings, compared to the year-ago quarter when it made up 16.6 percent. In the third quarter, Uber Eats made up 11 percent of the company’s adjusted net revenue, compared to last year when it made up 7.2 percent of the adjusted net revenue. It’s clear that Uber Eats is important to Uber’s growth story, as it’s one of the fastest-growing segments in the company while competing in the hot market of food delivery. It makes sense that Uber would double-down on the service by helping make it more commercially viable. That being said, Uber Eats is deeply unprofitable. It lost $316 million in adjusted EBITDA in the third quarter. For reference, Rides brought in $631 million in positive adjusted EBITDA during the same period. Uber Eats is a key driver of growth for the company while also a source of more red ink than Uber can stomach. The good is therefore also bad for Uber, a firm that very much wants to be valued on growth and not, say, GAAP profits. It’s stuck, therefore, pursuing Eats for the sake of growth while also trying to reach for profitability. Enter ads, a business that can layer revenue into the Eats mix, lessening pressure on Uber to raise fees or dig deeper into the coffers of restaurants to help its must-work food delivery service become a viable long-term business. Uber has a lot of cash, yes, but it also needs to start generating more of the stuff in time. If it doesn’t, it was never a real company to begin with. Illustration: Dom Guzman","{'Uber': 'uber.com', 'Uber Eats': 'ubereats.com', 'Freight': 'uber.com/de/en/freight'}"
"Q32 Bio Comes Online With $46M Series A To Develop Immunity Therapeutics. Q32 Bio , a biotechnology company developing treatments for patients with severe autoimmune and inflammatory diseases, secured $46 million in Series A funding, led by Atlas Venture , to officially launch, the company announced Thursday. Subscribe to the Crunchbase Daily The Cambridge, Massachusetts, company was also seeded and incubated by Atlas Venture. Q32 Bio’s lead candidate, ADX-914, was developed to re-regulate and restore healthy immune regulation in numerous autoimmune and inflammatory diseases, the company said in a written statement. “Autoimmune and inflammatory diseases are driven by dysregulation of the immune response,” Q32 Bio CEO Michael Broxson said in the statement. Autoimmune diseases–lupus and multiple sclerosis for example–cause the immune system to begin attacking the body. A Phase 1 human clinical trial for ADX-914 is planned for late 2020, the company said. In addition to Atlas Venture, the new funding round included OrbiMed Advisors , Abingworth , Sanofi Ventures , University of Colorado and Children’s Hospital Colorado Center for Innovation . Q32 Bio is also working on a platform to provide tissue-targeted regulation, ADX-097, which will go into clinical trials in late 2021, the company said. Because some autoimmune and inflammatory diseases become hyperactivated, causing the immune system to attack and damage healthy tissue, Q32 Bio’s approach aims to block those pathogens responsible. “This gives us a running start in developing therapies that may improve and save lives,” Broxson said. Illustration: Li-Anne Dias","{'OrbiMed Advisors': 'orbimed.com', 'Abingworth': 'abingworth.com', 'Q32 Bio': 'q32bio.com', 'Atlas Venture': 'atlasventure.com', 'Sanofi Ventures': 'sanofiventures.com'}"
"US Startups Look To South Korea Amid Country’s COVID Success. South Korea is a country winning in the war against COVID-19 and U.S. startups are taking notice. As a result of its success, the country has attracted entrepreneurs from around the world who are eager to grow their businesses during the pandemic. Subscribe to the Crunchbase Daily Although growth for South Korea is not new–two years ago we reported that South Korea was working to establish itself as a startup innovation hub –recent reports from both HSBC and OECD have reinforced that South Korea is among the countries best positioned to capitalize on economic recovery from COVID-19. For one economic indicator, we caught up with the K-Startup Grand Challenge , a three-month acceleration program for startups in South Korea. Organizers reported a 33 percent surge in the number of applications received for the fifth installment of its program that starts in September. Claire Chang , founding partner of Palo Alto-based venture capital firm igniteXL Ventures , is an adviser to the K-Startup Grand Challenge and an expert on the entrepreneurial ecosystem in Korea. “As COVID numbers surge in South and North America, South Korea’s numbers remain low, not to mention Korea’s economy has been able to stay open while many other countries’ business operations are shut down or drastically reduced during the pandemic,” Chang said via email. “If you have plans to target Asia, Korea is a great place to test the market and expand your business to other parts of Asia.” Some U.S. entrepreneurs kept their operations in South Korea after finishing the K-Startup program there last year–a wise decision as the pandemic shut down economic activity elsewhere. One of those startups is Los Angeles-based GIBLIB . The startup offers on-demand continuing education for physicians wanting to learn directly from experts at top hospitals. GIBLIB co-founder Jihye Shin is currently stationed in Gangnam, Seoul, along with much of the startup’s developer team. GIBLIB’s commercialization focus has primarily been in the U.S., but after COVID-19 affected education across the globe, the company has seen a shift to online medical education for doctors and students, said GIBLIB co-founder and CEO Brian Conyer who has remained in the U.S. “It’s been very sad to see many of our startup peers struggle during the pandemic,” Conyer told Crunchbase News via email. “We have been very fortunate to be on the benefiting side of the global black swan crisis. With most of our developers located in Seoul, we’ve had little disruption in terms of workflow and development. In fact, we are looking to expand our development team in Seoul and are actively hiring.” John Nahm , co-founder and managing partner of Los Angeles-based Strong Ventures , said South Korea’s local startup ecosystem is benefitting from its ability to bring COVID-19 under control. Strong Ventures, a seed fund with an office in Seoul, is an investor in GIBLIB. “The local startup ecosystem is thriving as a result of the accelerated digital adoption and transformation of society,” Nahm said via email. “You can preview in advance what a post-COVID world will look like and bring back those lessons to your local market.” Meanwhile, Tim Marzullo , co-founder and chief scientific officer at Backyard Brains , decided to stay in South Korea after finishing the K-Startup Grand Challenge in 2019. Given the country’s effective response to the pandemic, Ann Arbor, Michigan-based Backyard Brains was able to build a team and remain productive, he said via email. It was able to expand into elementary school education and make advances in its human physiology research tool prototype development. With Korea’s access to fresh sea life, Backyard Brains was also able to conduct research on the nervous systems of squids and octopi, something Marzullo said could only be conducted sporadically in the U.S. while visiting specialized marine research labs. “There was an initial unease in February, when the first cases outside of China appeared in Korea, but we decided to be patient and wait it out,” Marzullo said. “Fortunately we made the right decision.” Illustration: Dom Guzman","{'Backyard Brains': 'backyardbrains.com', 'HSBC': 'hsbc.com', 'Strong Ventures': 'strongvc.com', 'igniteXL Ventures': 'ignitexl.vc', 'GIBLIB': 'giblib.com'}"
"Credit Karma Goes Deeper Into Fintech With App Startup Haven Money. As every startup becomes a bank and every tech company does the same , one 12-year-old company that is already in the fintech space isn’t joining the growing crowd. Instead, San Francisco’s Credit Karma is finding innovation in a five-person team about two miles away from its current headquarters. Subscribe to the Crunchbase Daily Credit Karma, which has amassed 100 million users to date, has acquired a five-person company to build out its savings app: Haven Money. The terms of the deal, including the price, were not disclosed. It’s part of the Credit Karma’s investment in autonomous finances for its customers, moving from understanding their customers money through credit scores and taxes to “playing an active role in it,” Jagjit Chawla, the vice president and general manager of Tax and Savings at Credit Karma, told me. “The industry of neobanks is trying to do a lot of different things,” he said. “I don’t intend for us to ever become a bank. But we still operate in a highly regulated financial industry.” This is the company’s seventh acquisition to date. Haven Money helps users manage their savings for investing and retirement using proprietary technology and algorithms. Per its website, Haven will no longer be available after December 15, 2019. After that. “any money still in Haven will be returned to its original source account,” the website says. Users were told to withdraw money before this date. While Credit Karma hasn’t yet made a decision on specific product plans, the company said it will leverage Haven Money’s technology and assets (once the deal closes, of course). “We have trust with customers to hold their money, the next step there would be is [to] help people managing someone’s personal finances,” Chawla said. “It’s not just a recommendation engine, it’s a place where you will go to think about your personal finances.” He said that of the 100 million people on the platform, half of the users come back on a quarterly basis. It makes sense, Credit Karma is assumedly trying to be on your mind not just during tax season, or when you’re worried about your credit score. Think week by week basis, instead. Credit Karma is one of the more old school companies in a blossoming crew of startups taking a crack at finance. During our call, Chawla said that historical perspective is one of the reasons he is optimistic about the company’s future. “Each [other fintech companies] has about 1 to 5 million users right now,” he said. “We’re in a different headspace. We are not looking to get to scale, we have already scaled.” Comparatively, Chime, which was founded in 2013, reached 5 million customers in September. It’s creating an FDIC-insured mobile bank with lower fees . It also recently raised $ 500 million in a Series E . Instead, Credit Karma has “the reverse problem” said Chawla, which is to keep building and compounding products to keep those millions of users happy. Each fintech company I’m seeing pop up is targeting a niche, whether it’s savings, micro investing, or something else. But just as we’ve seen with wellness apps, users aren’t going to want to download a million options for each aspect of their financial life Bigger companies, and eventually consolidation of smaller companies, will recognize how a holistic company that does everything from credit scores to savings products could be the slow and steady home screen mainstay. Illustration: Li-Anne Dias","{'Chime': 'chime.com', 'Credit Karma': 'creditkarma.com'}"
"Meet PandemicTech: A 4-Year-Old Virtual Incubator Confronting Infectious Disease Threats. While the world is struggling with the COVID-19 pandemic, one Austin-based virtual incubator is amping up efforts to use technology to confront infectious disease threats. Subscribe to the Crunchbase Daily Dr. Andrew Nerlinger and his wife, Dr. Lisa McDonald , launched PandemicTech in 2016. Its main goal has been to explore how the private sector and innovation community can take a different approach to preventing pandemics, instead of relying only on the government. Little did they know how timely and useful their efforts would be as the spread of COVID-19 has officially reached pandemic levels. Nerlinger is also a venture partner with Bill Wood Ventures, which was founded by prominent venture capitalist Bill Wood . Wood was a founding partner at the now defunct Austin Ventures and also founded Silverton Partners . McDonald is also director of health care at Austin Technology Incubator (ATI), the startup incubator of the The University of Texas at Austin . Wood got involved with PandemicTech in April 2018, and is now one of its primary funders along with the Houston-based Laura and John Arnold’s family office, Centaurus Advisors. “When Andrew told me about PandemicTech, it just looked really interesting as a way for me to apply some of my background in technology and entrepreneurship to help solve some really big global problems such as infectious diseases,” Wood told Crunchbase News. Since its inception, PandemicTech has issued grants and made investments in projects in Nigeria, Egypt, Ethiopia, Australia and Mexico. It recently launched “The PandemicTech Innovation Fellowship 2020 ” – a $100,000 innovation challenge focused on global health security. It’s also formed a partnership with the World Health Organization (WHO). Dr. Moredreck Chibi , regional adviser on innovation for WHO’s Regional Office of Africa , said he engaged PandemicTech and the Austin community to support the inaugural WHO Innovation Challenge that was launched in October 2018. PandemicTech offered the WHO “amazing support” on the evaluation of more than 2,400 applications, Chibi wrote via email. “We continue to work with PandemicTech on supporting the selected innovators to further develop their innovations for transition to scale,” he said. “This has been one of the most productive and fulfilling partnerships WHO AFRO had in complementing its effort towards scaling appropriate innovations fit for the African context.” Wood believes organizations that traditionally attack infectious disease threats are not really “built for innovation, and the use of technology.” “When you get plugged into global health, you realize the profound needs that are not being met,” Wood added. “You start to realize how dramatically unprepared we are. And now, when something like this [COVID-19] happens, the evidence is really clear that there has been an enormous lack of investment and innovation in this space.” McDonald agrees. The fundamental push behind PandemicTech was about preparing in advance for situations such as the Coraonavirus pandemic. “It’s very interesting to see that sort of reaction in the moment or retrospectively,” she told Crunchbase News. “And that supports the fundamental thesis behind what we’ve done.” From a humanitarian perspective, the WHO has launched its COVID-19 Solidarity Response Fund , according to Nerlinger. But he said it will also be critical for the private sector to support local economies, particularly those left without a source of income, while still following public health guidelines. “The private sector can also drive the uptake of technologies like telemedicine that can both improve access to medical care and support the call for social distancing,” Nerlinger said. PandemicTech is also observing that many companies, even early-stage startups, are working on technologies that could be used to support our response to the COVID-19 pandemic. “We encourage these companies to seek partnerships that help adapt technologies to fighting COVID-19, particularly with promising technologies like telemedicine, and for investors to support these innovative efforts,” Nerlinger said. Beyond its goal of identifying promising applicants for its fellowship program, PandemicTech is looking for experienced mentors across sectors to join its advisory network. It’s also interested in partnering with investors or other funding organizations to support early-stage innovation in the fight against pandemics. Blog Roll Illustration: Li-Anne Dias","{'Austin Technology Incubator': 'ati.utexas.edu', 'Centaurus Advisors': 'centaurusenergy.com', 'PandemicTech': 'pandemictech.com', 'ATI': 'ati.utexas.edu', 'Silverton Partners': 'silvertonpartners.com'}"
"Pandemic Survey Finds Founders Less Worried. NFX updated its VC and founder survey, which was last conducted early in the pandemic and released on April 2 . The updated survey , conducted at the end of May with early-stage founders (451 respondents) and VCs (141 respondents), shows that founders are a little less worried about the effects of the pandemic compared to how they felt at the end of March. Subscribe to the Crunchbase Daily Overall, both founders and VCs have extended the time frame for the recovery, with the majority projecting recovery beyond April 2021. In the previous survey, VC drying up and sales were the top concerns for founders. Despite the projection of a longer recovery, the majority of founders (70 percent) reported that they see no change or growth in revenue, which is higher than expected going into the crisis. In the survey results, 60 percent of VCs report that early-stage valuations have dropped by 20 percent to 30 percent, and predict a further decline in valuations to an average of 40 percent in total. In Crunchbase’s data, we have not seen a decline in round size (which is a proxy for valuation) for the first five months of the year compared to previous years. That information is influenced by the fact that rounds added to Crunchbase in a timely manner tend to be larger. For now, reported rounds are holding up. As more data is added, however, average and median round sizes will come down. Leading tech companies have announced plans to allow team members to shift to remote work permanently, including Facebook , Square , Shopify and Twitter . This will be a major shift for Silicon Valley, doing more than any other trend to move tech away from the valley. Many startups also are changing their attitude about remote work. VC sentiment from the survey, however, is that remote work teams are less attractive for investment. This reaction is surprising as many companies report productivity has not been negatively impacted by remote work. Added to that, access to talent will expand, the cost of engineering talent will come down, and the major cost of office space will be reduced, which will allow startups to stretch investment dollars further. VC concern might have to do with acquisitions being less attractive if the acquirer values a team in one place. There are also concerns around the network effects of in-person relationships and spontaneous conversation, which can increase innovation. According to James Currier , founder of NFX, “The more distributed a team is, and for longer periods of time, the more a startup needs to reimagine the social and serendipitous attributes of work that office settings traditionally provided.” A high percentage of founders have not experienced a material impact to revenue growth. For 23.5 percent of responding founders, revenue has increased. Around 46 percent of founders see no change in revenue. For 30 percent of founders, revenue has decreased. Travel, energy, recruiting, construction and ad tech startups–in that order–are the most impacted, according to the survey. Despite revenue not being materially impacted for 70 percent of startups, hiring is nonetheless slowing down for many of them. A hiring freeze has been instituted at 40 percent of startups, and 32 percent are hiring more slowly. Only 10 percent of startups are hiring aggressively. For those that are hiring, 50 percent of founders report that salaries have come down. VC drying up was the top concern for founders from the earlier survey, ahead of sales and layoffs. There’s good news, however, we are not yet experiencing a significant contraction in venture funding. Funding in the U.S. is down slightly, by 14 percent for January-May 2020, compared to the same time period for 2019. 2020 funding dollars already exceed 2018’s amount by $700 million for the same time frame. It’s worth noting that due to data lags, 2020 funding will increase relative to prior years. Illustration: Dom Guzman","{'Twitter': 'twitter.com', 'Square': 'squareup.com', 'NFX': 'nfx.com', 'Shopify': 'shopify.com', 'Facebook': 'facebook.com'}"
"SharesPost And Forge Global To Merge. Private securities marketplaces SharesPost and Forge Global will be merging, the companies announced Tuesday. Subscribe to the Crunchbase Daily The combined company will operate under the name Forge Global, with Forge Global CEO Kelly Rodriques continuing as the chief executive of the combined entity. SharesPost CEO Greg Brogger will step down from his role and join the company’s board of directors, according to a statement from the companies. “Together, we will provide our clients with even deeper insight into private company trends, including bid, offer and pricing data,” Brogger wrote in a blog post. “Though we believe all market participants will benefit from these enhancements, we think perhaps it is the private companies that ultimately will benefit the most. Providing efficient, company-controlled liquidity to shareholders and employees ensures that they will have continued access to growth capital and to the talent they need to build world beating companies.” SharesPost and Forge Global have facilitated more than 10,000 client transactions worth more than $6 billion in shares of more than 320 private companies, Brogger wrote. The companies give employees and investors access to private company information and liquidity. The merger positions the new combined company as a large player to compete in the private securities market. Nasdaq Private Market, which lets private companies do tender offers and share buybacks, and shareholders to sell private company stock to institutional investors, is another prominent player in the space. Carta is planning for a private share trading platform as well, according to the Financial Times . Forge Global agreed to $160 million in cash and stock for the deal, according to TechCrunch. Forge is backed by investors including Tim Draper and Peter Thiel, and SharesPost investors like Kinetic and LUN Partners Group , according to Crunchbase. Illustration Credit: Li-Anne Dias","{'LUN Partners Group': 'lunpartners.com', 'Forge': 'forgeglobal.com', 'Forge Global': 'forgeglobal.com', 'Carta': 'carta.com', 'Kinetic': 'wearkinetic.com', 'SharesPost': 'sharespost.com'}"
"BigCommerce Stock Closes 201% Above IPO Price. E-commerce startup BigCommerce ’s stock closed at $72.27, about 201 percent above its IPO price, on its first day of trading. Subscribe to the Crunchbase Daily The Austin-based company priced its shares at $24 apiece on Tuesday, raising more than $216 million. BigCommerce’s stock opened at $68 on Wednesday, with the price going as high as $91.80 around 12:35 p.m. ET. The company’s shares trade on the Nasdaq under the ticker BIGC. If a startup’s stock surging like crazy on its first day of trading sounds familiar, it’s because it’s been happening a lot lately. BigCommerce is one of a long string of companies to see their stock open well over its IPO price when it hits the public markets. It’s definitely a change of pace from earlier this year, considering the long IPO lull for tech companies following COVID-19 being declared a pandemic. BigCommerce raised at least $219 million in funding as a private company from investors including GGV Capital , General Catalyst and SoftBank . It reported $33 million in revenue for the first quarter of 2020 and $4 million in losses during the same period. BigCommerce isn’t profitable, but most startups going public aren’t these days. It’s a good time to be an e-commerce company, and it looks like public market investors think so too. Illustration: Li-Anne Dias","{'GGV Capital': 'ggvc.com', 'BigCommerce': 'bigcommerce.com', 'General Catalyst': 'generalcatalyst.com', 'SoftBank': 'softbank.jp/en'}"
"Andreessen Horowitz Raises $750M For Its Third Bio Fund. On Tuesday, Andreessen Horowitz (often abbreviated as “a16z”) announced it raised $750 million for it’s third fund, earmarked for biotechnology and health care investing. Subscribe to the Crunchbase Daily Fund III is the largest in this series of funds. Andreessen Horowitz’s previous biotech and health care funds came in at $450 million for Bio Fund II (announced in December 2017) and $200 million for Bio Fund I (announced in November 2015). According to Crunchbase data and announcements on Andreessen Horowitz’s blog , the firm has made investments in dozens of companies in the health care, biotechnology and pharmaceutical sectors. In its announcement for Fund III, the firm’s managing directors said “[t]ech, biotech, and our healthcare system are merging—into what we call simply ‘bio.’ And whether for pharma, hospitals, or investors, bio is now officially the hot new thing.” The firm’s portfolio companies are operating on several sides of this emerging sector. Take Devoted Health as an example. It’s a broker of Medicare Advantage plans. Andreessen Horowitz led the company’s $300 million Series B round in October 2018. More recent additions to the portfolio include cancer drug company Erasca and The One Health Company , which develops cancer treatment protocols for dogs, and medical data management upstart Ciitizen . “We are now approaching a new ability to rethink bio’s biggest problems, from intractable diseases and massive inefficiencies or disparities in an overburdened health care system, to what we eat, what we wear, what we build, even how we heal our planet. And we will do this by using our most advanced technological tools, as well as the engineering principles that brought them to us,” fund managers Vineeta Agarwala , Jorge Conde , Vijay Pande and Julie Yoo said in their announcement. Illustration: Li-Anne Dias","{'Ciitizen': 'ciitizen.com', 'a16z': 'a16z.com', 'Andreessen Horowitz': 'a16z.com', 'The One Health Company': 'fidocure.com', 'Devoted Health': 'devoted.com', 'Erasca': 'erasca.com'}"
"Accolade Is Latest To Join Health Service IPO Bandwagon. To launch a successful IPO in the current market environment, it seems to help to be a fast-growing health care services provider. Shares of One Medical , a provider of primary care clinics and telemedicine, closed up nearly 60 percent in first-day trading a month ago. Since then, it’s largely held on to those gains. Subscribe to the Crunchbase Daily Progyny , a benefits management focusing on fertility, meanwhile, has seen its shares roughly double from its initial offer price back in October. While the broader markets have swooned, Progyny has held strong. Now, another well-funded health service company is betting investor enthusiasm for the space will trump market skittishness. Accolade , a service provider that serves as a kind of go-between for consumers, employers and health insurance companies, is seeking to raise up to $100 million in an IPO, according to a prospectus filed late Friday. Like most venture-backed companies on the IPO path, Accolade is posting both strong growth and persistent losses. Its most recent financials are for the ninth-month period ending Nov. 30, for which it reported revenue of $88 million, and a net loss of $49 million. For the corresponding period a year earlier, revenue was $60 million, with the same net loss of $49 million. (Accolade operates on a fiscal year ending in February, so results for its last full fiscal year are not yet available.) The company’s pitch to investors is that its platform will see continued large-scale adoption as health care plans and services become increasingly complicated for people to navigate. Its customers are primarily employers that deploy Accolade to provide employees and their families “a single place to turn for their health, healthcare, and benefits needs,” per the IPO prospectus. Accolades core offerings includes a software platform backed by a support staff of health assistants and clinicians. Headquartered in Seattle, with significant operations in the Philadelphia area, Accolade has raised $237 million in known funding since its founding in 2007. Key backers include Andreessen Horowitz , Comcast Ventures and Carrick Capital Partners . Illustration: Li-Anne Dias .","{'Comcast Ventures': 'comcastventures.com', 'Accolade': 'accolade.com', 'Progyny': 'progyny.com', 'One Medical': 'onemedical.com', 'Andreessen': 'a16z.com', 'Carrick Capital Partners': 'carrickcapitalpartners.com'}"
"Duck Creek Technologies Prices Shares At $27 Apiece. Duck Creek Technologies on Thursday set a price of $27 per share for its initial public offering. Subscribe to the Crunchbase Daily The Boston-based company makes software for the property and casualty insurance industry. It initially set a price range of between $19 and $21 before raising it to $23 to $25. With a price of $27 per share, the company raised $405 million through its IPO, excluding underwriters’ options. Duck Creek Technologies, which was founded in 2000, raised at least $357 million in total funding from investors including Insight Partners and Temasek Holdings . Apax Partners , a private equity firm, acquired a majority stake in Duck Creek Technologies in April 2016. The company reported total revenue to the tune of $153 million for the nine-month period that ended on May 31. That was up from $123 million during the same period the prior year. The company’s net losses also shrunk to about $8.5 million for the nine months that ended on May 31, down from $14 million during the same period the year prior. Its stock is set to start trading on the Nasdaq on Friday under the ticker symbol DCT. We’ll have more tomorrow when the company starts trading. Illustration: Li-Anne Dias","{'Temasek Holdings': 'temasek.com.sg/en/index', 'Duck Creek Technologies': 'duckcreek.com', 'Apax Partners': 'apax.com', 'Insight Partners': 'insightpartners.com'}"
